Concurso,Data Sorteio,Bola1 sorteio 1,Bola2 sorteio 1,Bola3 sorteio 1,Bola4 Sorteio 1,Bola5 sorteio 1,Bola6 sorteio 1,Ganhadores 6 acertos  Sorteio 1,Cidade / UF,Rateio 6 acertos  Sorteio1,Ganhadores 5   acertos Sorteio1,Rateio 5 acertos Sorteio1,Ganhadores 4 acertos Sorteio1,Rateio 4 acertos Sorteio1,Ganhadores 3 acertos Sorteio1,Rateio 3 acertos Sorteio1,Bola1 sorteio 2,Bola2 sorteio 2,Bola3 sorteio 2,Bola4 Sorteio 2,Bola5 sorteio 2,Bola6 sorteio 2,Ganhadores 6 acertos Sorteio2,Rateio 6 acertos  Sorteio 2,Ganhadores 5 acertos Sorteio2,Rateio 5 acertos Sorteio 2,Ganhadores 4 acertos Sorteio2,Rateio 4 acertos Sorteio 2,Ganhadores 3 acertos Sorteio2,Rateio 3 acertos Sorteio 2, Acumulado 6 acertos sorteio 1,Arrecadacao Total,Estimativa Prêmio,Acumulado Sorteio Especial Dupla de Páscoa,Observação
2273,14/09/2021,9,12,14,23,38,44,0,,"R$0,00",12,"R$3.298,80",569,"R$79,50",9747,"R$2,32",5,8,19,22,37,50,0,"R$0,00",20,"R$1.781,35",640,"R$70,68",10648,"R$2,12",Sim,"R$1.304.517,50","R$380.000,00","R$8.879.058,71",
2274,16/09/2021,13,17,18,30,36,37,0,,"R$0,00",1,"R$38.647,77",401,"R$110,14",8519,"R$2,59",7,8,15,22,32,42,0,"R$0,00",8,"R$4.347,87",385,"R$114,72",7926,"R$2,78",Sim,"R$1.273.612,50","R$500.000,00","R$8.940.895,15",
2275,18/09/2021,5,21,28,33,37,42,0,,"R$0,00",9,"R$4.645,20",435,"R$109,83",8872,"R$2,69",16,24,33,37,40,46,0,"R$0,00",10,"R$3.762,61",418,"R$114,30",7772,"R$3,07",Sim,"R$1.377.715,00","R$700.000,00","R$9.007.786,00",
2276,21/09/2021,7,10,14,31,40,46,0,,"R$0,00",8,"R$4.910,64",394,"R$113,95",7544,"R$2,97",24,29,37,41,46,49,0,"R$0,00",9,"R$3.928,51",380,"R$118,15",8078,"R$2,77",Sim,"R$1.294.615,00","R$950.000,00","R$9.070.642,17",
2277,23/09/2021,3,22,29,40,42,48,0,,"R$0,00",4,"R$10.516,08",382,"R$125,84",7845,"R$3,06",10,11,14,18,38,47,0,"R$0,00",9,"R$4.206,43",406,"R$118,40",9120,"R$2,63",Sim,"R$1.386.202,50","R$1.100.000,00","R$9.137.945,09",
2278,25/09/2021,9,14,18,28,30,32,0,,"R$0,00",14,"R$3.473,59",543,"R$102,35",10541,"R$2,63",4,15,17,34,38,47,0,"R$0,00",13,"R$3.366,71",645,"R$86,16",10958,"R$2,53",Sim,"R$1.602.577,50","R$1.300.000,00","R$9.215.753,46",
2279,28/09/2021,1,20,21,22,28,42,0,,"R$0,00",5,"R$8.602,26",367,"R$133,93",7721,"R$3,18",7,13,21,22,29,46,0,"R$0,00",6,"R$6.451,69",647,"R$75,97",10612,"R$2,31",Sim,"R$1.417.410,00","R$1.500.000,00","R$9.284.571,59",
2280,30/09/2021,2,10,13,15,18,49,0,,"R$0,00",16,"R$2.767,29",615,"R$82,27",10705,"R$2,36",4,7,14,17,36,49,0,"R$0,00",8,"R$4.981,13",607,"R$83,36",11349,"R$2,22",Sim,"R$1.459.110,00","R$1.600.000,00","R$9.355.414,33",
2281,02/10/2021,20,25,36,46,48,49,0,,"R$0,00",9,"R$5.652,28",470,"R$123,69",9989,"R$2,91",25,31,35,39,40,41,0,"R$0,00",4,"R$11.445,87",432,"R$134,57",8295,"R$3,50",Sim,"R$1.676.405,00","R$1.900.000,00","R$9.436.807,17",
2282,05/10/2021,7,10,11,20,22,36,0,,"R$0,00",14,"R$3.793,49",658,"R$92,24",12048,"R$2,51",7,13,24,25,26,29,0,"R$0,00",20,"R$2.389,90",871,"R$69,68",14228,"R$2,13",Sim,"R$1.750.170,00","R$2.100.000,00","R$9.521.781,46",
2283,07/10/2021,8,12,30,34,44,49,0,,"R$0,00",10,"R$6.464,14",732,"R$100,92",13353,"R$2,76",5,8,15,21,44,50,0,"R$0,00",11,"R$5.288,84",835,"R$88,47",15616,"R$2,36",Sim,"R$2.130.215,00","R$2.300.000,00","R$9.625.207,68",
2284,09/10/2021,4,21,26,30,36,47,0,,"R$0,00",18,"R$3.782,81",679,"R$114,60",13549,"R$2,87",18,26,27,34,46,50,0,"R$0,00",12,"R$5.106,79",770,"R$101,06",13931,"R$2,79",Sim,"R$2.243.880,00","R$2.700.000,00","R$9.734.152,59",
2285,14/10/2021,16,21,22,24,28,45,0,,"R$0,00",12,"R$6.311,86",951,"R$91,02",16269,"R$2,66",10,12,31,38,43,44,0,"R$0,00",11,"R$6.197,10",752,"R$115,10",15138,"R$2,85",Sim,"R$2.496.040,00","R$3.000.000,00","R$9.855.340,35",
2286,16/10/2021,8,19,21,24,30,37,0,,"R$0,00",18,"R$3.678,78",678,"R$111,61",13410,"R$2,82",6,12,13,23,32,34,0,"R$0,00",23,"R$2.591,14",827,"R$91,50",15026,"R$2,51",Sim,"R$2.182.170,00","R$3.200.000,00","R$9.961.289,10",
2287,19/10/2021,7,25,30,35,38,41,0,,"R$0,00",14,"R$4.357,95",608,"R$114,68",12586,"R$2,77",5,14,23,42,44,50,0,"R$0,00",22,"R$2.495,91",926,"R$75,29",15585,"R$2,23",Sim,"R$2.010.585,00","R$3.500.000,00","R$10.058.907,05",
2288,21/10/2021,8,11,25,34,44,47,0,,"R$0,00",16,"R$4.306,18",833,"R$94,52",15614,"R$2,52",6,14,24,41,42,46,0,"R$0,00",19,"R$3.263,63",859,"R$91,66",14565,"R$2,70",Sim,"R$2.270.517,50","R$3.800.000,00","R$10.169.145,25",
2289,23/10/2021,4,12,19,23,34,35,0,,"R$0,00",9,"R$8.616,71",1024,"R$86,55",19251,"R$2,30",9,17,20,27,45,50,0,"R$0,00",28,"R$2.492,69",975,"R$90,90",18505,"R$2,39",Sim,"R$2.555.622,50","R$4.200.000,00","R$10.293.225,86",
2290,26/10/2021,5,22,24,27,36,38,0,,"R$0,00",16,"R$4.833,47",996,"R$88,73",18775,"R$2,35",1,2,6,12,17,41,0,"R$0,00",7,"R$9.943,14",871,"R$101,47",16465,"R$2,68",Sim,"R$2.548.542,50","R$4.500.000,00","R$10.416.962,73",
2291,28/10/2021,3,12,23,25,33,49,0,,"R$0,00",22,"R$4.226,95",1364,"R$77,91",24057,"R$2,20",7,10,23,28,32,44,0,"R$0,00",24,"R$3.487,24",1407,"R$75,53",23142,"R$2,29",Sim,"R$3.064.520,00","R$4.900.000,00","R$10.565.751,33",
2292,30/10/2021,3,17,33,37,38,47,0,,"R$0,00",15,"R$6.485,29",1204,"R$92,33",22412,"R$2,48",10,11,18,20,36,42,0,"R$0,00",10,"R$8.755,15",1095,"R$101,53",21427,"R$2,59",Sim,"R$3.205.780,00","R$5.300.000,00","R$10.721.398,39",
2293,04/11/2021,2,7,30,31,32,50,0,,"R$0,00",31,"R$4.543,04",1536,"R$104,78",28350,"R$2,83",8,14,25,45,47,50,0,"R$0,00",33,"R$3.840,93",1769,"R$90,98",33502,"R$2,40",Sim,"R$4.641.102,50","R$6.000.000,00","R$10.946.733,23",
2294,06/11/2021,5,8,34,40,44,48,1,BRASILIA/DF,"R$5.871.535,18",22,"R$5.073,69",1246,"R$102,38",23858,"R$2,67",19,23,27,41,48,49,0,"R$0,00",23,"R$4.367,79",1535,"R$83,10",26330,"R$2,42",Não,"R$3.678.405,00","R$300.000,00","R$11.125.327,17","Valor acumulado para a faixa Sena 1º Sorteio R$ 122.783,32."
2295,09/11/2021,9,13,35,36,46,49,0,,"R$0,00",11,"R$3.804,11",609,"R$78,52",10518,"R$2,27",3,9,25,32,41,48,0,"R$0,00",8,"R$4.707,58",609,"R$78,52",9758,"R$2,45",Sim,"R$1.378.980,00","R$450.000,00","R$11.192.279,43",
2296,11/11/2021,4,22,29,30,32,41,0,,"R$0,00",5,"R$8.071,01",321,"R$143,67",7022,"R$3,28",2,15,27,31,37,47,0,"R$0,00",17,"R$2.136,45",370,"R$124,64",7809,"R$2,95",Sim,"R$1.329.875,00","R$600.000,00","R$11.256.847,54",
2297,13/11/2021,9,16,17,18,21,28,0,,"R$0,00",9,"R$4.733,77",458,"R$106,31",9029,"R$2,69",5,7,11,30,40,49,0,"R$0,00",6,"R$6.390,59",397,"R$122,64",9089,"R$2,67",Sim,"R$1.403.985,00","R$800.000,00","R$11.325.013,87",
2298,16/11/2021,8,17,30,31,40,48,0,,"R$0,00",0,"R$0,00",268,"R$134,12",5531,"R$3,24",3,19,20,23,33,47,0,"R$0,00",4,"R$7.076,53",455,"R$78,99",8153,"R$2,20",Sim,"R$1.036.455,00","R$1.000.000,00","R$11.375.335,86",
2299,18/11/2021,1,10,22,29,44,47,0,,"R$0,00",6,"R$7.219,81",480,"R$103,14",9084,"R$2,72",8,9,16,24,26,37,0,"R$0,00",8,"R$4.873,37",477,"R$103,78",9005,"R$2,74",Sim,"R$1.427.545,00","R$1.100.000,00","R$11.444.646,04",
2300,20/11/2021,2,7,20,29,30,40,0,,"R$0,00",17,"R$2.650,47",583,"R$88,32",8924,"R$2,88",7,9,23,27,28,38,0,"R$0,00",11,"R$3.686,56",571,"R$90,18",11420,"R$2,25",Sim,"R$1.484.857,50","R$1.300.000,00","R$11.516.738,88",
2301,23/11/2021,13,18,23,26,37,40,0,,"R$0,00",16,"R$2.794,54",459,"R$111,32",9075,"R$2,81",2,37,38,43,47,49,0,"R$0,00",7,"R$5.748,78",428,"R$119,39",9177,"R$2,78",Sim,"R$1.473.480,00","R$1.500.000,00","R$11.588.279,31",
2302,25/11/2021,1,4,5,24,30,48,0,,"R$0,00",5,"R$8.708,18",470,"R$105,87",9824,"R$2,53",8,9,16,23,26,46,0,"R$0,00",9,"R$4.354,09",587,"R$84,77",10251,"R$2,42",Sim,"R$1.434.862,50","R$1.700.000,00","R$11.657.944,78",
2303,27/11/2021,7,18,24,31,42,43,0,RIO DE JANEIRO/RJ,"R$0,00",14,"R$3.391,88",539,"R$100,68",9779,"R$2,77",5,23,26,27,36,42,1,"R$52.235,00",7,"R$6.105,39",641,"R$84,66",11682,"R$2,32",Sim,"R$1.564.882,50","R$1.800.000,00","R$11.733.922,97",
2304,30/11/2021,10,13,30,33,37,41,0,,"R$0,00",8,"R$5.663,45",510,"R$101,52",9940,"R$2,60",2,6,10,12,46,48,0,"R$0,00",16,"R$2.548,55",570,"R$90,84",11059,"R$2,34",Sim,"R$1.493.082,50","R$2.000.000,00","R$11.806.415,14",
2305,02/12/2021,17,18,22,34,43,45,0,,"R$0,00",15,"R$3.697,70",691,"R$91,73",12236,"R$2,59",19,20,30,35,39,50,0,"R$0,00",9,"R$5.546,55",532,"R$119,15",11226,"R$2,82",Sim,"R$1.827.827,50","R$2.300.000,00","R$11.895.159,85",
2306,04/12/2021,11,12,25,45,46,50,1,RIO DE JANEIRO/RJ,"R$2.255.025,25",10,"R$6.011,01",730,"R$94,10",14286,"R$2,40",8,11,12,21,31,41,0,"R$0,00",14,"R$3.864,22",752,"R$91,35",12127,"R$2,83",Não,"R$1.980.890,00","R$200.000,00","R$11.991.336,05",
2307,07/12/2021,3,6,24,34,46,47,0,CANAL ELETRONICO; EMBU DAS ARTES/SP,"R$0,00",4,"R$8.962,94",424,"R$96,63",8279,"R$2,47",3,16,28,33,37,44,2,"R$19.718,48",9,"R$3.585,18",551,"R$74,36",8973,"R$2,28",Sim,"R$1.181.472,50","R$300.000,00","R$12.048.698,93",
2308,09/12/2021,9,17,22,32,34,49,0,,"R$0,00",6,"R$5.522,51",395,"R$95,87",7698,"R$2,45",2,7,31,39,41,44,0,"R$0,00",1,"R$29.821,57",272,"R$139,22",6137,"R$3,08",Sim,"R$1.091.945,00","R$400.000,00","R$12.101.715,06",
2309,11/12/2021,8,10,18,25,30,39,0,,"R$0,00",4,"R$9.316,39",397,"R$107,27",7980,"R$2,66",14,22,25,34,47,48,0,"R$0,00",6,"R$5.589,83",445,"R$95,70",8340,"R$2,55",Sim,"R$1.228.062,50","R$600.000,00","R$12.161.339,99",
2310,14/12/2021,2,14,23,35,41,45,0,,"R$0,00",7,"R$5.234,67",383,"R$109,34",7638,"R$2,74",17,25,34,35,42,46,0,"R$0,00",5,"R$6.595,68",408,"R$102,64",8265,"R$2,53",Sim,"R$1.207.535,00","R$700.000,00","R$12.219.968,26",
2311,16/12/2021,9,25,28,31,33,45,1,LAGOA VERMELHA/RS,"R$720.809,49",15,"R$2.405,68",414,"R$99,61",8222,"R$2,50",6,11,12,22,32,33,0,"R$0,00",25,"R$1.855,81",455,"R$90,63",8117,"R$2,54",Não,"R$1.189.165,00","R$200.000,00","R$12.277.704,61",
2312,18/12/2021,18,24,25,36,38,49,0,,"R$0,00",9,"R$3.838,22",466,"R$84,71",8114,"R$2,43",6,12,24,29,41,46,0,"R$0,00",17,"R$1.828,80",580,"R$68,06",7920,"R$2,49",Sim,"R$1.138.372,50","R$300.000,00","R$12.332.974,90",
2313,21/12/2021,13,18,22,47,49,50,0,,"R$0,00",6,"R$5.778,29",483,"R$82,03",8603,"R$2,30",1,10,23,32,39,43,0,"R$0,00",6,"R$5.200,47",288,"R$137,57",6461,"R$3,06",Sim,"R$1.142.520,00","R$500.000,00","R$12.388.446,56",
2314,23/12/2021,8,14,16,29,35,45,0,,"R$0,00",7,"R$5.271,54",391,"R$107,85",8073,"R$2,61",7,31,32,33,34,38,0,"R$0,00",11,"R$3.019,16",434,"R$97,17",6775,"R$3,11",Sim,"R$1.216.042,50","R$600.000,00","R$12.447.487,89",
2315,28/12/2021,9,20,21,23,34,43,0,,"R$0,00",10,"R$4.510,02",434,"R$118,76",8813,"R$2,92",1,6,13,18,22,24,0,"R$0,00",17,"R$2.387,66",866,"R$59,51",11731,"R$2,19",Sim,"R$1.486.247,50","R$800.000,00","R$12.519.648,20",
2316,30/12/2021,10,12,14,16,27,35,0,CAMPO LIMPO PAULISTA/SP,"R$0,00",8,"R$5.093,24",603,"R$77,22",9783,"R$2,37",12,17,24,29,31,42,1,"R$44.820,49",13,"R$2.820,87",569,"R$81,83",9623,"R$2,41",Sim,"R$1.342.755,00","R$900.000,00","R$12.584.841,67",
2317,04/01/2022,2,19,31,38,39,44,0,,"R$0,00",8,"R$6.307,57",491,"R$117,45",9267,"R$3,11",1,6,7,11,21,35,0,"R$0,00",8,"R$5.676,82",685,"R$84,18",11758,"R$2,45",Sim,"R$1.662.895,00","R$1.200.000,00","R$12.665.578,59",
2318,06/01/2022,3,16,23,26,46,47,0,,"R$0,00",10,"R$4.810,08",652,"R$84,31",11318,"R$2,42",18,22,25,28,30,50,0,"R$0,00",8,"R$5.411,34",458,"R$120,02",10073,"R$2,72",Sim,"R$1.585.130,00","R$1.400.000,00","R$12.742.539,85",
2319,08/01/2022,2,6,8,27,33,48,0,,"R$0,00",15,"R$3.298,96",729,"R$77,57",12352,"R$2,28",5,22,27,32,38,45,0,"R$0,00",18,"R$2.474,22",760,"R$74,41",11563,"R$2,44",Sim,"R$1.630.727,50","R$1.600.000,00","R$12.821.714,96",
2320,11/01/2022,6,8,12,16,20,39,0,,"R$0,00",8,"R$5.975,82",541,"R$100,99",10231,"R$2,67",7,20,25,26,28,46,0,"R$0,00",11,"R$3.911,45",536,"R$101,93",10679,"R$2,55",Sim,"R$1.575.435,00","R$1.700.000,00","R$12.898.205,51",
2321,13/01/2022,15,25,26,30,44,49,0,GUAJARA/AM,"R$0,00",5,"R$9.386,41",412,"R$130,18",9210,"R$2,91",2,17,21,29,38,41,1,"R$51.625,24",9,"R$4.693,20",467,"R$114,85",8547,"R$3,13",Sim,"R$1.546.615,00","R$1.900.000,00","R$12.973.296,78",
2322,15/01/2022,13,21,25,31,36,41,0,,"R$0,00",6,"R$9.097,32",500,"R$124,76",10924,"R$2,85",5,10,26,33,37,38,0,"R$0,00",13,"R$3.778,88",723,"R$86,28",12201,"R$2,55",Sim,"R$1.798.777,50","R$2.100.000,00","R$13.060.631,04",
2323,18/01/2022,10,13,19,32,36,48,0,,"R$0,00",14,"R$4.041,59",776,"R$83,33",13534,"R$2,38",1,22,23,29,49,50,0,"R$0,00",10,"R$5.092,40",560,"R$115,47",11966,"R$2,70",Sim,"R$1.864.630,00","R$2.400.000,00","R$13.151.162,58",
2324,20/01/2022,8,13,20,21,33,36,0,,"R$0,00",15,"R$3.786,46",699,"R$92,86",12900,"R$2,51",5,24,29,35,38,50,0,"R$0,00",8,"R$6.389,64",594,"R$109,27",12175,"R$2,66",Sim,"R$1.871.702,50","R$2.600.000,00","R$13.242.037,50",
2325,22/01/2022,5,8,17,23,36,49,0,,"R$0,00",35,"R$1.725,74",976,"R$70,72",15741,"R$2,19",17,24,37,42,44,45,0,"R$0,00",15,"R$3.624,04",914,"R$75,52",14688,"R$2,34",Sim,"R$1.990.467,50","R$2.900.000,00","R$13.338.678,71",
2326,25/01/2022,1,6,20,23,24,49,0,,"R$0,00",7,"R$8.171,77",587,"R$111,36",11886,"R$2,75",6,12,20,37,44,49,0,"R$0,00",6,"R$8.580,36",662,"R$98,75",12063,"R$2,70",Sim,"R$1.885.067,50","R$3.100.000,00","R$13.430.202,52",
2327,27/01/2022,10,22,31,38,43,45,0,,"R$0,00",13,"R$4.500,23",613,"R$109,07",11782,"R$2,83",14,15,18,26,37,46,0,"R$0,00",9,"R$5.850,30",625,"R$106,97",12259,"R$2,72",Sim,"R$1.927.930,00","R$3.400.000,00","R$13.523.807,41",
2328,29/01/2022,20,23,28,38,43,44,0,,"R$0,00",7,"R$9.662,75",567,"R$136,33",13187,"R$2,93",5,19,23,36,43,44,0,"R$0,00",19,"R$3.203,97",1104,"R$70,01",16925,"R$2,28",Sim,"R$2.229.007,50","R$3.700.000,00","R$13.632.030,19",
2329,01/02/2022,8,9,15,24,32,34,0,,"R$0,00",10,"R$7.103,16",741,"R$109,55",15521,"R$2,61",2,4,8,13,21,35,0,"R$0,00",19,"R$3.364,66",935,"R$86,82",16578,"R$2,44",Sim,"R$2.340.802,50","R$4.000.000,00","R$13.745.680,86",
2330,03/02/2022,2,7,15,19,35,40,0,,"R$0,00",23,"R$4.061,89",1088,"R$98,13",20054,"R$2,66",5,7,34,35,37,41,0,"R$0,00",31,"R$2.712,29",1054,"R$101,29",19355,"R$2,75",Sim,"R$3.078.707,50","R$4.500.000,00","R$13.895.158,30",
2331,05/02/2022,19,20,26,31,37,45,0,,"R$0,00",15,"R$6.466,54",891,"R$124,41",18461,"R$3,00",1,2,38,42,43,48,0,"R$0,00",11,"R$7.936,21",781,"R$141,93",17352,"R$3,19",Sim,"R$3.196.510,00","R$5.000.000,00","R$14.050.355,28",
2332,08/02/2022,7,31,32,38,40,50,0,,"R$0,00",20,"R$5.670,65",1081,"R$119,90",20336,"R$3,18",2,24,33,38,43,46,0,"R$0,00",16,"R$6.379,48",1291,"R$100,39",25036,"R$2,58",Sim,"R$3.737.452,50","R$5.500.000,00","R$14.231.816,10",
2333,10/02/2022,14,35,41,43,48,49,0,FORTALEZA/CE,"R$0,00",7,"R$15.063,02",1236,"R$97,49",23767,"R$2,53",4,22,23,27,32,38,1,"R$115.985,25",31,"R$3.061,20",1284,"R$93,85",24083,"R$2,50",Sim,"R$3.474.745,00","R$5.700.000,00","R$14.400.521,95",
2334,12/02/2022,1,3,11,36,45,49,0,,"R$0,00",20,"R$6.603,38",1332,"R$113,31",27313,"R$2,76",2,3,12,13,23,49,0,"R$0,00",24,"R$4.952,54",1653,"R$91,30",31936,"R$2,36",Sim,"R$4.352.205,00","R$6.500.000,00","R$14.611.830,24",
2335,15/02/2022,19,24,34,35,46,49,0,,"R$0,00",20,"R$6.921,72",1571,"R$100,70",30370,"R$2,60",20,21,28,33,49,50,0,"R$0,00",13,"R$9.583,93",1473,"R$107,40",29253,"R$2,70",Sim,"R$4.562.020,00","R$6.900.000,00","R$14.833.325,46",
2336,17/02/2022,16,31,32,36,46,49,0,,"R$0,00",19,"R$6.812,76",1417,"R$104,39",26776,"R$2,76",2,18,22,36,40,47,0,"R$0,00",31,"R$3.758,01",1396,"R$105,97",26351,"R$2,80",Sim,"R$4.265.695,00","R$7.500.000,00","R$15.040.433,50",
2337,19/02/2022,6,17,22,32,43,49,0,,"R$0,00",31,"R$4.241,56",1340,"R$112,14",28186,"R$2,66",20,28,29,32,42,43,0,"R$0,00",11,"R$10.758,14",1087,"R$138,24",23825,"R$3,15",Sim,"R$4.333.117,50","R$8.000.000,00","R$15.250.815,06",
2338,22/02/2022,1,5,10,34,38,45,0,,"R$0,00",19,"R$6.361,34",1378,"R$100,24",25298,"R$2,73",3,6,17,24,34,41,0,"R$0,00",17,"R$6.398,76",1381,"R$100,02",25402,"R$2,71",Sim,"R$3.983.042,50","R$8.400.000,00","R$15.444.199,76",
2339,24/02/2022,1,5,14,16,32,47,0,,"R$0,00",20,"R$6.388,72",1259,"R$115,98",25619,"R$2,84",2,8,20,23,30,48,0,"R$0,00",24,"R$4.791,54",1433,"R$101,90",28220,"R$2,58",Sim,"R$4.210.722,50","R$9.000.000,00","R$15.648.638,79",
2340,26/02/2022,14,30,41,42,44,47,0,,"R$0,00",29,"R$4.954,09",1569,"R$104,64",30547,"R$2,68",2,4,18,19,21,41,0,"R$0,00",25,"R$5.172,07",1628,"R$100,85",30956,"R$2,65",Sim,"R$4.734.510,00","R$9.500.000,00","R$15.878.508,75",
2341,03/03/2022,5,8,12,20,42,45,0,,"R$0,00",41,"R$3.729,81",1870,"R$93,45",34356,"R$2,54",17,20,21,23,45,49,0,"R$0,00",45,"R$3.058,44",2113,"R$82,71",35679,"R$2,44",Sim,"R$5.039.455,00","R$10.300.000,00","R$16.123.184,40",
2342,05/03/2022,4,5,25,37,41,48,0,,"R$0,00",32,"R$5.027,79",1898,"R$96,87",36353,"R$2,52",5,15,19,26,28,32,0,"R$0,00",26,"R$5.569,24",1907,"R$96,42",35579,"R$2,58",Sim,"R$5.302.000,00","R$11.000.000,00","R$16.380.607,11",
2343,08/03/2022,1,4,11,13,41,44,1,CANAL ELETRONICO,"R$10.859.215,85",47,"R$3.675,66",2016,"R$97,93",36938,"R$2,67",6,15,19,37,39,48,0,"R$0,00",50,"R$3.109,61",1978,"R$99,81",36409,"R$2,71",Não,"R$5.693.060,00","R$300.000,00","R$16.657.016,57",
2344,10/03/2022,7,18,27,31,35,50,0,,"R$0,00",16,"R$2.712,24",518,"R$95,74",9289,"R$2,66",4,23,29,31,40,43,0,"R$0,00",6,"R$6.509,38",359,"R$138,14",7557,"R$3,28",Sim,"R$1.430.082,50","R$500.000,00","R$16.726.449,95",
2345,12/03/2022,13,16,27,30,33,38,0,,"R$0,00",10,"R$4.454,28",501,"R$101,60",9858,"R$2,58",1,5,17,22,32,40,0,"R$0,00",8,"R$5.011,07",425,"R$119,77",8968,"R$2,83",Sim,"R$1.467.880,00","R$700.000,00","R$16.797.718,51",
2346,15/03/2022,7,11,25,28,42,44,0,,"R$0,00",7,"R$5.811,90",560,"R$83,02",9779,"R$2,37",2,11,13,14,38,45,0,"R$0,00",9,"R$4.068,33",397,"R$117,11",8982,"R$2,58",Sim,"R$1.340.692,50","R$800.000,00","R$16.862.811,84",
2347,17/03/2022,25,33,37,41,44,50,0,,"R$0,00",10,"R$4.118,19",550,"R$85,57",9612,"R$2,44",18,25,27,36,44,48,0,"R$0,00",15,"R$2.470,91",588,"R$80,04",9977,"R$2,35",Sim,"R$1.357.122,50","R$1.000.000,00","R$16.928.702,88",
2348,19/03/2022,9,22,30,31,32,33,0,,"R$0,00",9,"R$5.195,19",434,"R$123,12",8514,"R$3,13",2,24,32,34,39,42,0,"R$0,00",5,"R$8.416,21",486,"R$109,95",8945,"R$2,98",Sim,"R$1.540.837,50","R$1.300.000,00","R$17.003.513,64",
2349,22/03/2022,6,15,18,38,39,41,0,,"R$0,00",12,"R$3.896,88",391,"R$136,68",9015,"R$2,96",1,5,7,33,43,48,0,"R$0,00",9,"R$4.676,26",511,"R$104,58",10728,"R$2,49",Sim,"R$1.541.032,50","R$1.500.000,00","R$17.078.333,88",
2350,24/03/2022,4,10,13,36,39,45,0,,"R$0,00",8,"R$5.853,96",527,"R$101,55",10504,"R$2,54",7,8,18,37,39,44,0,"R$0,00",7,"R$6.021,22",468,"R$114,36",9785,"R$2,73",Sim,"R$1.543.307,50","R$1.700.000,00","R$17.153.264,56",
2351,26/03/2022,11,23,25,39,44,50,0,,"R$0,00",12,"R$4.318,58",628,"R$94,30",12117,"R$2,44",11,19,23,24,34,37,0,"R$0,00",9,"R$5.182,29",533,"R$111,11",11418,"R$2,59",Sim,"R$1.707.790,00","R$1.900.000,00","R$17.236.181,22",
2352,29/03/2022,10,12,20,29,38,50,0,,"R$0,00",11,"R$4.442,31",560,"R$99,72",10154,"R$2,74",1,16,36,38,39,41,0,"R$0,00",6,"R$7.329,81",429,"R$130,17",8480,"R$3,29",Sim,"R$1.610.327,50","R$2.000.000,00","R$17.314.365,88",
2353,31/03/2022,10,20,21,29,34,41,0,,"R$0,00",6,"R$8.640,24",467,"R$126,86",9288,"R$3,18",1,10,12,23,33,37,0,"R$0,00",9,"R$5.184,15",637,"R$93,01",12149,"R$2,43",Sim,"R$1.708.402,50","R$2.300.000,00","R$17.397.312,27",
2354,02/04/2022,9,25,37,42,46,50,0,,"R$0,00",14,"R$4.493,07",761,"R$94,46",14056,"R$2,55",11,18,20,23,26,48,0,"R$0,00",16,"R$3.538,30",671,"R$107,13",13204,"R$2,72",Sim,"R$2.072.930,00","R$30.000.000,00","R$19.842.898,13",
2355,16/04/2022,19,25,32,38,39,42,3,CANAL ELETRONICO; BARRA DO CHOCA/BA; GOVERNADOR VALADARES/MG; FOZ DO IGUACU/PR; RIO DE JANEIRO/RJ; PIRACICABA/SP,"R$10.749.483,29",613,"R$4.399,44",33099,"R$93,11",610317,"R$2,52",5,13,15,22,42,44,3,"R$988.848,33",660,"R$3.677,54",36366,"R$84,75",653703,"R$2,35",Não,"R$88.873.260,00","R$300.000,00","R$0,00",
2356,19/04/2022,8,20,31,36,42,47,0,,"R$0,00",8,"R$5.081,86",371,"R$125,23",7063,"R$3,28",16,23,31,33,39,50,0,"R$0,00",8,"R$4.573,67",382,"R$121,63",8067,"R$2,87",Sim,"R$1.339.755,00","R$350.000,00","R$65.047,81",
2357,23/04/2022,7,10,16,23,29,42,0,,"R$0,00",11,"R$5.379,70",717,"R$94,32",14118,"R$2,39",11,16,18,22,42,49,0,"R$0,00",13,"R$4.096,85",625,"R$108,20",13502,"R$2,50",Sim,"R$1.950.130,00","R$600.000,00","R$159.730,55",
2358,26/04/2022,19,22,27,34,45,46,0,,"R$0,00",23,"R$1.812,77",610,"R$78,11",9734,"R$2,44",3,8,19,28,42,50,0,"R$0,00",10,"R$3.752,43",518,"R$91,98",9695,"R$2,45",Sim,"R$1.373.987,50","R$700.000,00","R$226.440,42",
2359,28/04/2022,5,33,41,44,46,48,0,,"R$0,00",12,"R$3.302,74",521,"R$86,93",9496,"R$2,38",5,17,34,39,44,47,0,"R$0,00",9,"R$3.963,29",582,"R$77,82",9271,"R$2,44",Sim,"R$1.306.075,00","R$900.000,00","R$289.852,99",
2360,30/04/2022,4,18,22,26,39,45,0,,"R$0,00",24,"R$2.090,69",771,"R$74,37",11795,"R$2,43",9,33,41,46,47,50,0,"R$0,00",2,"R$22.579,51",594,"R$96,54",12032,"R$2,38",Sim,"R$1.653.540,00","R$1.100.000,00","R$370.135,69",
